quotation,speaker,cantica,canto
S'a voi piace montare in sù qui si convien dar volta quinci si va chi vuole andar per pace,blank,Purgatorio,24
Beati cui alluma tanto di grazia che l'amor del gusto nel petto lor troppo disir non fuma esurïendo sempre quanto è giusto,blank,Purgatorio,24
Scocca l'arco del dir che 'nfino al ferro hai tratto,blank,Purgatorio,25
Come si può far magro là dove l'uopo di nodrir non tocca,blank,Purgatorio,25
Se t'ammentassi come Meleagro si consumò al consumar d'un stizzo non fora,blank,Purgatorio,25
a te questo sì agro e se pensassi come al vostro guizzo guizza dentro a lo specchio vostra image ciò che par duro ti parrebbe vizzo Ma perché dentro a tuo voler t'adage ecco qui Stazio e io lui chiamo e prego che sia or sanator de le tue piage,blank,Purgatorio,25
Se la veduta etterna li dislego,blank,Purgatorio,25
là dove tu sie discolpi me non potert' io far nego,blank,Purgatorio,25
Se le parole mie figlio la mente tua guarda e riceve lume ti fiero al come che tu die Sangue perfetto che poi non si beve da l'assetate vene e si rimane quasi alimento che di mensa leve prende nel core a tutte membra umane virtute informativa come quello ch'a farsi quelle per le vene vane Ancor digesto scende ov' è più bello tacer che dire e quindi poscia geme sovr' altrui sangue in natural vasello Ivi s'accoglie l'uno e l'altro insieme l'un disposto a patire e l'altro a fare per lo perfetto loco onde si preme e giunto lui comincia ad operare coagulando prima e poi avviva ciò che per sua matera fé constare Anima fatta la virtute attiva qual d'una pianta in tanto differente che questa è in via e quella è già a riva tanto ovra poi che già si move e sente come spungo marino e indi imprende ad organar le posse ond' è semente Or si spiega figliuolo or si distende la virtù ch'è dal cor del generante dove natura a tutte membra intende Ma come d'animal divegna fante non vedi tu ancor quest' è tal punto che più savio di te fé già errante sì che per sua dottrina fé disgiunto da l'anima il possibile intelletto perché da lui non vide organo assunto Apri a la verità che viene il petto e sappi che sì tosto come al feto l'articular del cerebro è perfetto lo motor primo a lui si volge lieto sovra tant' arte di natura e spira spirito novo di vertù repleto che ciò che trova attivo quivi tira in sua sustanzia e fassi un'alma sola che vive e sente e sé in sé rigira E perché meno ammiri la parola guarda il calor del sol che si fa vino giunto a l'omor che de la vite cola Quando Làchesis non ha più del lino solvesi da la carne e in virtute ne porta seco e l'umano e 'l divino l'altre potenze tutte quante mute memoria intelligenza e volontade in atto molto più che prima agute Sanza restarsi per sé stessa cade mirabilmente a l'una de le rive quivi conosce prima le sue strade Tosto che loco lì la circunscrive la virtù formativa raggia intorno così e quanto ne le membra vive E come l'aere quand' è ben pïorno per l'altrui raggio che 'n sé si reflette di diversi color diventa addorno così l'aere vicin quivi si mette e in quella forma ch'è in lui suggella virtüalmente l'alma che ristette e simigliante poi a la fiammella che segue il foco là 'vunque si muta segue lo spirto sua forma novella Però che quindi ha poscia sua paruta è chiamata ombra e quindi organa poi ciascun sentire infino a la veduta Quindi parliamo e quindi ridiam noi quindi facciam le lagrime e ' sospiri che per lo monte aver sentiti puoi Secondo che ci affliggono i disiri e li altri affetti l'ombra si figura e quest' è la cagion di che tu miri,blank,Purgatorio,25
Per questo loco si vuol tenere a li occhi stretto il freno però ch'errar potrebbesi per poco,blank,Purgatorio,25
Summae Deus clementïae,blank,Purgatorio,25
Virum non cognosco,blank,Purgatorio,25
Al bosco si tenne Diana ed Elice caccionne che di Venere avea sentito il tòsco,blank,Purgatorio,25
Guarda giovi ch'io ti scaltro,blank,Purgatorio,26
Colui non par corpo fittizio,blank,Purgatorio,26
O tu che vai non per esser più tardo ma forse reverente a li altri dopo rispondi a me che 'n sete e 'n foco ardo Né solo a me la tua risposta e uopo ché tutti questi n'hanno maggior sete che d'acqua fredda Indo o Etïopo Dinne com' è che fai di te parete al sol pur come tu non fossi ancora di morte intrato dentro da la rete,blank,Purgatorio,26
Soddoma e Gomorra,blank,Purgatorio,26
Ne la vacca entra Pasife perché 'l torello a sua lussuria corra,blank,Purgatorio,26
O anime sicure d'aver quando che sia di pace stato non son rimase acerbe né mature le membra mie di là ma son qui meco col sangue suo e con le sue giunture Quinci sù vo per non esser più cieco donna è di sopra che m'acquista grazia per che 'l mortal per vostro mondo reco Ma se la vostra maggior voglia sazia tosto divegna sì che 'l ciel v'alberghi ch'è pien d'amore e più ampio si spazia ditemi acciò ch'ancor carte ne verghi chi siete voi e chi è quella turba che se ne va di retro a' vostri terghi,blank,Purgatorio,26
Beato te che de le nostre marche,blank,Purgatorio,26
per morir meglio esperienza imbarche La gente che non vien con noi offese di ciò per che già Cesar trïunfando 'Regina' contra sé chiamar s'intese però si parton 'Soddoma' gridando rimproverando a sé com' hai udito e aiutan l'arsura vergognando Nostro peccato fu ermafrodito ma perché non servammo umana legge seguendo come bestie l'appetito in obbrobrio di noi per noi si legge quando partinci il nome di colei che s'imbestiò ne le 'mbestiate schegge Or sai nostri atti e di che fummo rei se forse a nome vuo' saper chi semo tempo non è di dire e non saprei Farotti ben di me volere scemo son Guido Guinizzelli e già mi purgo per ben dolermi prima ch'a lo stremo,blank,Purgatorio,26
Tu lasci tal vestigio per quel ch'i' odo in me e tanto chiaro che Letè nol può tòrre né far bigio Ma se le tue parole or ver giuraro dimmi che è cagion per che dimostri nel dire e nel guardar d'avermi caro,blank,Purgatorio,26
Li dolci detti vostri che quanto durerà l'uso moderno faranno cari ancora i loro incostri,blank,Purgatorio,26
O frate,blank,Purgatorio,26
questi ch'io ti cerno col dito,blank,Purgatorio,26
fu miglior fabbro del parlar materno Versi d'amore e prose di romanzi soverchiò tutti e lascia dir li stolti che quel di Lemosì credon ch'avanzi A voce più ch'al ver drizzan li volti e così ferman sua oppinïone prima ch'arte o ragion per lor s'ascolti Così fer molti antichi di Guittone di grido in grido pur lui dando pregio fin che l'ha vinto il ver con più persone Or se tu hai sì ampio privilegio che licito ti sia l'andare al chiostro nel quale è Cristo abate del collegio falli per me un dir d'un paternostro quanto bisogna a noi di questo mondo dove poter peccar non è più nostro,blank,Purgatorio,26
Tan m'abellis vostre cortes deman qu'ieu no me puesc ni voill a vos cobrir Ieu sui Arnaut que plor e vau cantan consiros vei la passada folor e vei jausen lo joi qu'esper denan Ara vos prec per aquella valor que vos guida al som de l'escalina sovenha vos a temps de ma dolor,blank,Purgatorio,26
Beati mundo corde,blank,Purgatorio,27
Più non si va se pria non morde anime sante il foco intrate in esso e al cantar di là non siate sorde,blank,Purgatorio,27
Figliuol mio qui può esser tormento ma non morte Ricorditi ricorditi E se io sovresso Gerïon ti guidai salvo che farò ora presso più a Dio Credi per certo che se dentro a l'alvo di questa fiamma stessi ben mille anni non ti potrebbe far d'un capel calvo E se tu forse credi ch'io t'inganni fatti ver' lei e fatti far credenza con le tue mani al lembo d'i tuoi panni Pon giù omai pon giù ogne temenza volgiti in qua e vieni entra sicuro,blank,Purgatorio,27
Or vedi figlio tra Bëatrice e te è questo muro,blank,Purgatorio,27
Come volenci star di qua,blank,Purgatorio,27
Li occhi suoi già veder parmi,blank,Purgatorio,27
Venite benedicti Patris mei,blank,Purgatorio,27
Lo sol sen va,blank,Purgatorio,27
e vien la sera non v'arrestate ma studiate il passo mentre che l'occidente non si annera,blank,Purgatorio,27
Sappia qualunque il mio nome dimanda ch'i' mi son Lia e vo movendo intorno le belle mani a farmi una ghirlanda Per piacermi a lo specchio qui m'addorno ma mia suora Rachel mai non si smaga dal suo miraglio e siede tutto giorno Ell' è d'i suoi belli occhi veder vaga com' io de l'addornarmi con le mani lei lo vedere e me l'ovrare appaga,blank,Purgatorio,27
Quel dolce pome che per tanti rami cercando va la cura de' mortali oggi porrà in pace le tue fami,blank,Purgatorio,27
Il temporal foco e l'etterno veduto hai figlio e se' venuto in parte dov' io per me più oltre non discerno Tratto t'ho qui con ingegno e con arte lo tuo piacere omai prendi per duce fuor se' de l'erte vie fuor se' de l'arte Vedi lo sol che 'n fronte ti riluce vedi l'erbette i fiori e li arbuscelli che qui la terra sol da sé produce Mentre che vegnan lieti li occhi belli che lagrimando a te venir mi fenno seder ti puoi e puoi andar tra elli Non aspettar mio dir più né mio cenno libero dritto e sano è tuo arbitrio e fallo fora non fare a suo senno per ch'io te sovra te corono e mitrio,blank,Purgatorio,27
Deh bella donna che a' raggi d'amore ti scaldi s'i' vo' credere a' sembianti che soglion esser testimon del core vegnati in voglia di trarreti avanti,blank,Purgatorio,28
verso questa rivera tanto ch'io possa intender che tu canti Tu mi fai rimembrar dove e qual era Proserpina nel tempo che perdette la madre lei ed ella primavera,blank,Purgatorio,28
Voi siete nuovi e forse perch' io rido,blank,Purgatorio,28
in questo luogo eletto a l'umana natura per suo nido maravigliando tienvi alcun sospetto ma luce rende il salmo Delectasti che puote disnebbiar vostro intelletto E tu che se' dinanzi e mi pregasti dì s'altro vuoli udir ch'i' venni presta ad ogne tua question tanto che basti,blank,Purgatorio,28
L'acqua,blank,Purgatorio,28
e 'l suon de la foresta impugnan dentro a me novella fede di cosa ch'io udi' contraria a questa,blank,Purgatorio,28
Io dicerò come procede per sua cagion ciò ch'ammirar ti face e purgherò la nebbia che ti fiede Lo sommo Ben che solo esso a sé piace fé l'uom buono e a bene e questo loco diede per arr' a lui d'etterna pace Per sua difalta qui dimorò poco per sua difalta in pianto e in affanno cambiò onesto riso e dolce gioco Perché 'l turbar che sotto da sé fanno l'essalazion de l'acqua e de la terra che quanto posson dietro al calor vanno a l'uomo non facesse alcuna guerra questo monte salìo verso 'l ciel tanto e libero n'è d'indi ove si serra Or perché in circuito tutto quanto l'aere si volge con la prima volta se non li è rotto il cerchio d'alcun canto in questa altezza ch'è tutta disciolta ne l'aere vivo tal moto percuote e fa sonar la selva perch' è folta e la percossa pianta tanto puote che de la sua virtute l'aura impregna e quella poi girando intorno scuote e l'altra terra secondo ch'è degna per sé e per suo ciel concepe e figlia di diverse virtù diverse legna Non parrebbe di là poi maraviglia udito questo quando alcuna pianta sanza seme palese vi s'appiglia E saper dei che la campagna santa dove tu se' d'ogne semenza è piena e frutto ha in sé che di là non si schianta L'acqua che vedi non surge di vena che ristori vapor che gel converta come fiume ch'acquista e perde lena ma esce di fontana salda e certa che tanto dal voler di Dio riprende quant' ella versa da due parti aperta Da questa parte con virtù discende che toglie altrui memoria del peccato da l'altra d'ogne ben fatto la rende Quinci Letè così da l'altro lato Eünoè si chiama e non adopra se quinci e quindi pria non è gustato a tutti altri sapori esto è di sopra E avvegna ch'assai possa esser sazia la sete tua perch' io più non ti scuopra darotti un corollario ancor per grazia né credo che 'l mio dir ti sia men caro se oltre promession teco si spazia Quelli ch'anticamente poetaro l'età de l'oro e suo stato felice forse in Parnaso esto loco sognaro Qui fu innocente l'umana radice qui primavera sempre e ogne frutto nettare è questo di che ciascun dice,blank,Purgatorio,28
Beati quorum tecta sunt peccata,blank,Purgatorio,29
Frate mio guarda e ascolta,blank,Purgatorio,29
Che cosa è questa,blank,Purgatorio,29
Osanna,blank,Purgatorio,29
Perché pur ardi sì ne l'affetto de le vive luci e ciò che vien di retro a lor non guardi,blank,Purgatorio,29
Benedicta tue ne le figlie d'Adamo e benedette sieno in etterno le bellezze tue,blank,Purgatorio,29
Veni sponsa de Libano,blank,Purgatorio,30
Benedictus qui venis,blank,Purgatorio,30
Manibus oh date lilïa plenis,blank,Purgatorio,30
Men che dramma di sangue m'è rimaso che non tremi conosco i segni de l'antica fiamma,blank,Purgatorio,30
Dante perché Virgilio se ne vada non pianger anco non piangere ancora ché pianger ti conven per altra spada,blank,Purgatorio,30
Guardaci ben Ben son ben son Beatrice Come degnasti d'accedere al monte non sapei tu che qui è l'uom felice,blank,Purgatorio,30
In te Domine speravi,blank,Purgatorio,30
pedes meos,blank,Purgatorio,30
Donna perché sì lo stempre,blank,Purgatorio,30
Voi vigilate ne l'etterno die sì che notte né sonno a voi non fura passo che faccia il secol per sue vie onde la mia risposta è con più cura che m'intenda colui che di là piagne perché sia colpa e duol d'una misura Non pur per ovra de le rote magne che drizzan ciascun seme ad alcun fine secondo che le stelle son compagne ma per larghezza di grazie divine che sì alti vapori hanno a lor piova che nostre viste là non van vicine questi fu tal ne la sua vita nova virtüalmente ch'ogne abito destro fatto averebbe in lui mirabil prova Ma tanto più maligno e più silvestro si fa 'l terren col mal seme e non cólto quant' elli ha più di buon vigor terrestro Alcun tempo il sostenni col mio volto mostrando li occhi giovanetti a lui meco il menava in dritta parte vòlto Sì tosto come in su la soglia fui di mia seconda etade e mutai vita questi si tolse a me e diessi altrui Quando di carne a spirto era salita e bellezza e virtù cresciuta m'era fu' io a lui men cara e men gradita e volse i passi suoi per via non vera imagini di ben seguendo false che nulla promession rendono intera Né l'impetrare ispirazion mi valse con le quali e in sogno e altrimenti lo rivocai sì poco a lui ne calse Tanto giù cadde che tutti argomenti a la salute sua eran già corti fuor che mostrarli le perdute genti Per questo visitai l'uscio d'i morti e a colui che l'ha qua sù condotto li preghi miei piangendo furon porti Alto fato di Dio sarebbe rotto se Letè si passasse e tal vivanda fosse gustata sanza alcuno scotto di pentimento che lagrime spanda,blank,Purgatorio,30
